Rice,Wheat,Maize,Jowar (Sorghum),Bajra (Pearl Millet),Ragi (Finger Millet),Barley,Gram (Chickpea),Tur (Pigeon Pea),Urad (Black Gram),Moong (Green Gram),Masoor (Red Lentil),Peas,Sugarcane,Cotton,Sunflower,Jute,Groundnut,Sesamum (Sesame),Tea,Coffee,Rubber,Coconut,Banana,Mango,Guava,Papaya,Potato,Onion,Carrot,Cauliflower,Turmeric,Dry Chillies,Coriander,Barseem,Napier Grass,Lucerne,Mustard,Rajma (Kidney Beans),Sugar Beet,Cabbage,Turnip,Radish,Spinach
69.109253498292,50.00000000000001,44.61732441926984,15.540789303123804,27.027192868749204,35.54078930312381,50.00000000000001,50.00000000000001,40.360526202082546,15.540789303123804,15.540789303123804,50.00000000000001,50.00000000000001,82.77039465156192,29.489765892359785,35.54078930312381,72.77039465156192,40.360526202082546,15.540789303123804,94.61732441926985,80.00000000000001,89.67199235937416,51.92598662890476,90.00000000000001,41.10858666174635,57.205759031403076,73.11579717472118,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,70.36052620208255,10.000000000000002,47.54078930312381,50.00000000000001,62.025495930361814,50.00000000000001,50.00000000000001,44.61732441926984,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,60.00000000000001
70.13970884806186,43.87715165018388,57.533580954365874,73.04029714523905,80.00000000000001,53.040297145239045,30.88195699505675,54.026864763492696,75.36019809682604,73.04029714523905,73.04029714523905,39.575488425216115,34.48216924165607,69.09672350105929,50.04477460582116,53.040297145239045,52.73541290148299,75.36019809682604,73.04029714523905,29.35718955535452,33.60232718918218,51.26580597862108,50.16807788229029,62.470466189144894,89.86132772594915,52.74631148022013,55.26899385584884,40.00000000000001,40.00000000000001,40.00000000000001,40.00000000000001,57.18380669781468,40.00000000000001,41.040297145239045,40.00000000000001,75.06621243180713,62.0268647634927,37.751879824227466,57.533580954365874,40.00000000000001,40.00000000000001,40.00000000000001,40.00000000000001,53.10792088095311
78.07931130035634,80.00000000000001,79.39034712085518,73.71602867302687,90.1601072472593,94.23793390106897,80.00000000000001,80.00000000000001,96.15862260071266,85.24016087088894,85.24016087088894,80.00000000000001,80.00000000000001,63.353695400305426,97.1189669505345,90.00000000000001,60.00000000000001,92.42167651489656,85.24016087088894,46.46344904028506,50.00000000000001,55.87806942417104,66.39778786882498,59.76551812340584,59.97446691278656,70.77241506714178,69.69517356042759,80.00000000000001,80.00000000000001,77.51967825822216,69.51967825822216,76.46344904028507,52.90199825667441,80.00000000000001,76.15862260071266,70.77241506714178,72.42167651489656,80.00000000000001,82.3172452014253,80.00000000000001,80.00000000000001,80.00000000000001,80.00000000000001,80.00000000000001
64.15977046086259,70.00000000000001,74.38719329711428,45.26463195653712,56.84308797102475,65.26463195653713,64.06660337398202,70.00000000000001,70.17642130435809,45.26463195653712,45.26463195653712,64.06660337398202,64.06660337398202,51.04661525527242,59.18292439615236,55.26463195653712,44.41233496607396,70.17642130435809,45.26463195653712,45.57387262231787,41.780018987805406,48.1867447069344,24.970799439574094,55.21539922138877,37.48277151436897,63.909097498543126,41.16721228491967,80.00000000000001,70.00000000000001,80.00000000000001,70.00000000000001,51.36310062956168,50.00000000000001,67.26463195653714,70.00000000000001,58.82088684636408,80.00000000000001,62.87992404877841,84.38719329711428,70.00000000000001,70.00000000000001,70.00000000000001,80.00000000000001,80.00000000000001
52.93218795484293,20.000000000000004,27.90295275125497,51.48354330150597,60.00000000000001,21.483543301505964,20.000000000000004,26.322362201003976,47.65569553433732,41.48354330150597,41.48354330150597,20.989028867670644,20.000000000000004,78.0941363604334,20.000000000000004,31.483543301505964,77.33179090460675,57.65569553433732,51.48354330150597,37.90295275125497,38.56807698919504,53.91681664393284,51.85442912688246,68.6893031158351,49.032290270508994,11.483543301505962,50.234743655861706,20.000000000000004,20.000000000000004,20.000000000000004,20.000000000000004,77.65569553433733,10.000000000000002,20.000000000000004,20.000000000000004,37.65569553433732,34.32236220100398,20.989028867670644,17.90295275125497,20.000000000000004,20.000000000000004,20.000000000000004,20.000000000000004,14.218110231927666
47.511090303861955,66.20377163674605,49.99769823762308,11.475121638471517,40.98341442564769,44.66946418335245,70.00000000000001,64.30565745511907,53.112976122234976,33.30833269232864,32.16946418335245,70.00000000000001,70.00000000000001,55.162091208436436,45.4737250922633,52.16946418335245,33.9319033641167,50.08386588841412,32.16946418335245,51.034680928226244,50.00000000000001,56.02019571298576,33.19088990131555,57.47866383234434,31.799452865850274,65.33298781939743,43.27543525557546,75.44452596409526,65.44452596409526,74.30565745511907,70.00000000000001,36.39071314018735,28.174661402925185,69.8638067282334,61.20377163674605,59.37838557665297,68.1746614029252,66.88905192819051,58.960715547019916,62.40754327349209,64.30565745511907,64.30565745511907,77.7778942344218,84.30565745511907
97.24092836273788,80.00000000000001,90.00000000000001,58.72083970412507,69.14722646941672,90.00000000000001,61.03628654904854,80.00000000000001,90.00000000000001,72.16640988055228,72.16640988055228,61.03628654904854,61.03628654904854,71.2065100252039,87.9626776450581,80.00000000000001,65.68911403528546,90.00000000000001,72.16640988055228,73.79274269019031,45.68911403528545,80.2756456141142,58.05256936833306,68.22239541175804,55.9753002105486,80.00000000000001,69.16112226907902,80.00000000000001,80.00000000000001,80.00000000000001,68.94439515068188,73.79274269019031,54.33281976110454,73.27721491178642,80.00000000000001,80.00000000000001,80.00000000000001,57.24354385885824,90.00000000000001,71.03628654904854,80.00000000000001,80.00000000000001,72.3168170420416,80.00000000000001
47.989166620638265,69.0668566772138,62.24156753186242,18.634177454688416,45.75611830312561,47.53389243886773,70.00000000000001,68.6002850158207,55.02259495924516,35.31383543570359,35.03389243886773,70.00000000000001,70.00000000000001,55.674028001758,46.03192853351817,55.03389243886773,43.216803711523525,51.58447257678605,35.03389243886773,50.98808219009138,50.00000000000001,55.68576519042205,32.26206628197294,68.80008769717561,31.87355249874175,55.8115118745229,43.80145352553415,68.88022801265656,68.88022801265656,68.6002850158207,70.00000000000001,36.58248095291688,20.628734294754683,68.43360742304705,64.0668566772138,60.333642733507226,60.628734294754686,70.00000000000001,53.495052873633455,68.1337133544276,68.6002850158207,68.6002850158207,70.00000000000001,78.6002850158207
70.09678715143829,80.00000000000001,70.80720330623922,41.8588076398426,54.572538426561735,61.8588076398426,80.00000000000001,80.00000000000001,67.90587175989508,41.8588076398426,41.8588076398426,80.00000000000001,80.00000000000001,57.80733129838692,55.398675155380666,61.8588076398426,40.92940381992131,67.37601243111202,41.8588076398426,41.301738679770075,48.21567303320217,44.89364484497118,32.314549234925934,63.56084497680913,52.6658311757384,58.113361495233555,46.178104836387355,80.00000000000001,80.00000000000001,75.7176152796852,80.00000000000001,47.65860407312964,39.47014067121694,73.85880763984262,80.00000000000001,64.16042561528603,79.47014067121695,80.00000000000001,71.54900636653551,80.00000000000001,80.00000000000001,80.00000000000001,80.00000000000001,80.00000000000001
60.35850797358188,50.00000000000001,32.114801633644014,10.000000000000002,17.02517464024854,20.537761960372812,50.00000000000001,50.00000000000001,30.358507973581876,10.000000000000002,10.000000000000002,50.00000000000001,50.00000000000001,75.26888098018642,19.855180065266453,20.537761960372812,65.26888098018642,34.113301749286,10.000000000000002,62.114801633644014,78.78146830031069,58.95554425740915,50.00000000000001,85.26888098018641,50.00000000000001,50.12482378592047,62.114801633644014,40.53776196037281,50.00000000000001,23.075523920745614,31.075523920745614,60.35850797358188,13.754793775704126,32.53776196037281,50.00000000000001,59.94556979912954,47.44663508261934,50.00000000000001,32.114801633644014,50.00000000000001,36.48251708624688,50.00000000000001,50.00000000000001,52.72135535413293
63.09829939980748,80.00000000000001,65.53954091642602,10.000000000000002,26.938849794311846,52.527861895589496,50.00000000000001,70.38041279587829,63.09829939980748,38.304330236702626,30.38041279587828,50.00000000000001,50.00000000000001,71.50074946531898,47.386054555234686,45.027861895589496,47.1715594315043,63.09829939980748,30.38041279587828,62.10476417085848,52.05404246474137,63.83016902388177,47.42391744082435,78.74513599727769,32.40677190882838,64.64744909971122,60.3873757980747,72.95177933641385,78.30433023670263,51.6753109953007,52.1753109953007,49.66352265423994,40.00000000000001,49.52786189558949,80.00000000000001,73.09829939980749,76.43163273314083,50.00000000000001,52.71342464426372,57.173883727837705,62.733911509751444,70.38041279587829,60.43475748100375,76.26306594950229
72.6379843415349,70.00000000000001,57.464147093585275,28.956976512302322,29.304651008201553,38.956976512302326,70.00000000000001,60.00000000000001,42.63798434153489,18.956976512302322,18.956976512302322,70.00000000000001,70.00000000000001,74.47848825615118,45.2873545411227,48.956976512302326,74.47848825615118,62.06864157925947,28.956976512302322,67.46414709358528,90.00000000000001,72.11212608021596,46.1962206403779,80.00000000000001,55.415433193002116,62.958598808310335,67.46414709358528,60.00000000000001,70.00000000000001,60.00000000000001,70.00000000000001,72.6379843415349,19.430657237724585,70.00000000000001,70.00000000000001,76.6396066375429,69.43065723772459,70.00000000000001,47.464147093585275,70.00000000000001,70.00000000000001,70.00000000000001,60.00000000000001,50.00000000000001
62.93722127684071,50.00000000000001,35.338193262717546,20.000000000000004,19.603887943507367,24.40583191526105,50.00000000000001,50.00000000000001,32.93722127684071,10.000000000000002,10.000000000000002,50.00000000000001,50.00000000000001,77.20291595763054,27.073541197259413,24.40583191526105,67.20291595763054,40.02973576861522,10.000000000000002,65.33819326271755,82.00485992938421,61.71845136804361,50.00000000000001,87.20291595763054,42.18711992296459,56.58889874219678,65.33819326271755,44.405831915261054,50.00000000000001,30.811663830522097,38.8116638305221,62.93722127684071,17.092514491774512,36.405831915261054,50.00000000000001,65.12028810377645,53.36306910194855,50.00000000000001,35.338193262717546,50.00000000000001,42.00833130751579,50.00000000000001,50.00000000000001,55.69679378097004
79.78670334916437,35.43287851283343,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,30.885618388902888,42.70849471112231,60.00000000000001,60.00000000000001,60.00000000000001,37.37516137778898,33.61624433334533,80.00000000000001,60.00000000000001,50.00000000000001,90.00000000000001,60.00000000000001,60.00000000000001,70.00000000000001,84.21895172223624,70.00000000000001,80.00000000000001,80.00000000000001,80.1952352151978,50.00000000000001,67.74404401899724,31.06274206668346,30.885618388902888,10.000000000000002,10.000000000000002,90.00000000000001,60.00000000000001,39.06274206668346,24.21895172223622,50.00000000000001,50.00000000000001,37.37516137778898,60.00000000000001,24.21895172223622,10.000000000000002,24.21895172223622,24.21895172223622,44.66364774360267
55.30819053927181,52.781193989358414,54.66820461430171,51.849143235630834,61.23276215708723,46.23882840187466,51.928547320049375,58.96740947385492,60.61638107854362,64.73965729425235,63.424571617815424,60.20950452270616,55.938754845756606,50.978449033661555,52.20034890230687,63.73882840187466,40.00000000000001,67.67118378160883,73.42457161781543,46.175099751466824,25.261880653382708,64.54793145885048,56.077735303637134,47.207560497789366,57.09586291770094,57.39184416975498,46.36982864712618,55.05391407831158,46.66820461430171,43.424571617815424,40.00000000000001,44.24655243141745,48.299697349727296,58.314256784059246,35.878261731926315,57.07758738569574,71.21402163764832,55.688819111210826,53.1613094771366,36.49464281046992,33.424571617815424,38.68645227119812,52.03281964517175,59.82015375939945
79.53098514274616,50.00000000000001,70.00000000000001,55.2356548198434,56.8237698798956,60.00000000000001,50.00000000000001,50.00000000000001,60.00000000000001,55.2356548198434,55.2356548198434,50.00000000000001,50.00000000000001,80.00000000000001,60.00000000000001,50.00000000000001,90.00000000000001,60.00000000000001,55.2356548198434,70.00000000000001,80.00000000000001,70.00000000000001,79.04456852480426,80.00000000000001,69.2548864823485,50.00000000000001,67.4371821712954,50.00000000000001,50.00000000000001,27.528690360313224,19.528690360313224,90.00000000000001,50.47130963968679,50.00000000000001,43.970287650130516,50.00000000000001,50.00000000000001,50.00000000000001,60.00000000000001,43.970287650130516,39.663350257366595,43.970287650130516,43.970287650130516,50.00000000000001
90.00000000000001,50.00000000000001,50.00000000000001,36.15893163424594,40.7726210894973,50.00000000000001,50.00000000000001,40.00000000000001,50.00000000000001,36.15893163424594,36.15893163424594,50.00000000000001,50.00000000000001,70.00000000000001,57.135889073370045,40.00000000000001,80.00000000000001,53.8695875124229,36.15893163424594,80.00000000000001,80.00000000000001,90.00000000000001,57.69866454280743,70.00000000000001,61.053574212950856,59.676345842995595,70.00000000000001,40.00000000000001,50.00000000000001,35.682136731508145,37.682136731508145,80.00000000000001,26.187450780914762,50.00000000000001,50.00000000000001,69.6763458429956,43.8695875124229,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,40.00000000000001,40.00000000000001
75.57832659682227,63.428347351794145,80.00000000000001,76.53004041906654,77.68669361271104,80.00000000000001,47.23406991048801,69.63790103822161,80.00000000000001,80.00000000000001,80.00000000000001,51.99126131759928,48.72730186794845,59.781422797276214,80.00000000000001,70.00000000000001,53.6939919161867,80.00000000000001,80.00000000000001,62.462661277457805,43.6939919161867,69.47759676647469,64.34699595809336,56.68768608937439,66.95519353294937,80.00000000000001,58.6939919161867,71.4568515573324,59.547376297777,40.00000000000001,28.26502020953327,62.462661277457805,90.00000000000001,67.72187176686566,52.88070963111033,70.00000000000001,80.00000000000001,49.52860004014149,90.00000000000001,50.567403243821346,40.652645081903415,52.88070963111033,60.897875584862625,80.00000000000001
76.0920077257712,10.000000000000002,32.49950577653915,46.999406931846984,60.00000000000001,26.99940693184698,10.000000000000002,19.999604621231324,51.33293795456466,46.999406931846984,46.999406931846984,14.666271287897986,10.000000000000002,80.00000000000001,23.332674368718866,16.99940693184698,90.00000000000001,51.33293795456466,46.999406931846984,52.49950577653915,35.83283910987249,67.85671923703357,48.74925866480873,73.4997034659235,53.149986009310076,23.34483329345569,56.210389501987,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,81.33293795456467,20.000000000000004,10.000000000000002,10.000000000000002,47.67836431617337,27.999604621231324,14.666271287897986,32.49950577653915,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,18.46108225526691
72.63585297116879,11.434003677950217,34.8868373177794,49.86420478133528,60.00000000000001,29.86420478133528,10.000000000000002,21.90946985422352,53.24280318755686,49.86420478133528,49.86420478133528,16.576136520890188,11.33157484381091,80.00000000000001,26.515783090372533,19.86420478133528,90.00000000000001,53.24280318755686,49.86420478133528,44.8868373177794,48.22017065111274,59.90300341523949,52.3302559766691,74.93210239066765,70.60296850257225,19.86420478133528,52.15849705811371,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,83.24280318755687,20.000000000000004,10.000000000000002,10.000000000000002,43.24280318755686,29.909469854223524,16.576136520890188,34.8868373177794,10.000000000000002,10.000000000000002,10.000000000000002,10.000000000000002,20.664772908719446
62.14467162769002,90.00000000000001,74.3475062012792,20.000000000000004,22.70283251827579,48.63562810947436,60.00000000000001,77.91862066793934,62.14467162769002,36.334896534351465,27.918620667939326,60.00000000000001,60.00000000000001,61.488897815642,45.79667493503893,51.13562810947436,47.441055453591794,72.14467162769003,37.91862066793933,41.569207356495376,51.84672460077014,43.202311722797596,37.91627586641214,68.78738966909388,51.10637040139549,53.21700744153504,50.18005793410347,79.5519039758865,86.33489653435147,56.35263555100939,56.85263555100939,49.366372782906204,40.00000000000001,55.63562810947436,90.00000000000001,62.14467162769002,85.47800496102337,60.00000000000001,48.23900042519829,63.8914942239191,68.22863129870366,77.91862066793934,67.62128076335924,62.70093408450474
68.46495017571435,50.00000000000001,58.14984095965242,39.7798091515829,39.85320610105527,49.7798091515829,50.00000000000001,50.00000000000001,53.18653943438861,29.7798091515829,29.7798091515829,50.00000000000001,50.00000000000001,72.98568521121354,44.19978794620322,39.7798091515829,82.22399746538235,53.18653943438861,29.7798091515829,68.14984095965242,77.3340928895909,62.69986367970208,47.22476143947863,77.94930222276224,42.030737176748076,39.7798091515829,50.483933849243314,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,83.18653943438862,20.000000000000004,50.00000000000001,50.00000000000001,43.18653943438861,50.00000000000001,50.00000000000001,58.14984095965242,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001
87.60625635501837,55.92053406117449,77.1046408734094,36.40938453252753,44.272923021685024,56.40938453252753,50.00000000000001,50.00000000000001,68.52679041619285,36.40938453252753,36.40938453252753,50.00000000000001,50.00000000000001,78.20469226626378,74.75638335980035,46.40938453252753,94.65237182955909,79.8238569788822,36.40938453252753,67.63178637553023,76.44767956329532,66.01434649140923,55.511730665659414,90.00000000000001,62.19034957502503,76.40938453252754,73.67448711043961,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,85.23804273054857,42.21760062386385,50.00000000000001,60.92053406117449,77.60625635501837,72.21760062386386,50.00000000000001,60.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001
78.61767273324364,60.00000000000001,60.00000000000001,37.926509099865434,45.284339399910294,57.926509099865434,60.00000000000001,60.00000000000001,58.61767273324363,37.926509099865434,37.926509099865434,60.00000000000001,60.00000000000001,98.96325454993273,61.917792480129414,57.926509099865434,88.96325454993273,64.23609067895923,37.926509099865434,90.00000000000001,90.00000000000001,88.51893507133246,77.4081363748318,100.0,63.5695537271504,88.96305639097757,94.9387575832212,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,88.61767273324364,25.618417945715606,60.00000000000001,60.00000000000001,89.65422002435577,65.61841794571562,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,60.00000000000001,70.00000000000001
70.99778031485317,27.270832146820982,50.00000000000001,50.00000000000001,50.00000000000001,50.00000000000001,22.87673482572273,34.30138786057819,50.00000000000001,50.00000000000001,50.00000000000001,28.96805452724485,25.322915564905195,64.42666884130273,50.00000000000001,40.00000000000001,72.1973363778238,50.00000000000001,50.00000000000001,70.00000000000001,58.40740453687986,70.00000000000001,70.00000000000001,63.99795105986446,51.75786910225904,40.00000000000001,47.1973363778238,23.452081790867272,22.87673482572273,0.0,0.0,80.00000000000001,50.00000000000001,31.452081790867275,16.21006815905606,40.00000000000001,40.00000000000001,28.96805452724485,50.00000000000001,16.21006815905606,0.0,16.21006815905606,16.21006815905606,36.50160137759022
80.00000000000001,58.00030977690408,71.60037173228491,47.95149108438307,48.63432738958872,54.50046466535613,38.373757429680786,40.00000000000001,73.00030977690409,57.55186281666796,47.95149108438307,40.00000000000001,38.60607779686925,70.00000000000001,80.00000000000001,40.00000000000001,69.19981413385757,80.00000000000001,47.95149108438307,72.79987608923838,59.19981413385756,65.67992565354304,70.00000000000001,68.6152416414289,70.00000000000001,70.00000000000001,70.00000000000001,49.6003717322849,47.97412916196568,12.097017831233872,4.097017831233871,72.79987608923838,75.90298216876614,40.00000000000001,54.707400539918204,70.00000000000001,70.00000000000001,40.00000000000001,50.00000000000001,31.707090763014122,25.78358416516706,31.707090763014122,31.707090763014122,40.00000000000001
74.75163878256686,50.00000000000001,44.9254119927594,20.000000000000004,29.273662927540858,33.91049439131128,50.00000000000001,50.00000000000001,42.60699626087419,20.000000000000004,20.000000000000004,50.00000000000001,50.00000000000001,66.95524719565564,26.56721599034586,23.910494391311282,76.95524719565564,42.60699626087419,20.000000000000004,54.9254119927594,71.59207865942608,51.364638850936636,40.00000000000001,76.95524719565564,34.19566990383521,26.770017753568165,45.4989830187906,43.91049439131128,50.00000000000001,29.820988782622553,37.82098878262256,72.6069962608742,20.000000000000004,35.91049439131128,50.00000000000001,35.46651962313107,45.940329594207526,50.00000000000001,44.9254119927594,50.00000000000001,41.30070627330183,50.00000000000001,50.00000000000001,45.3157649163933
90.00000000000001,73.60811468230025,88.3297376187603,52.833696615148604,55.22246441009907,72.91217202345038,50.00000000000001,55.412172023450374,88.60811468230025,69.1634342339089,58.24586863859897,50.00000000000001,50.00000000000001,78.45366513615706,90.00000000000001,55.412172023450374,75.83513119061986,90.00000000000001,58.24586863859897,60.556754127079905,65.83513119061986,64.33405247624795,76.04212076893576,76.02702399278452,77.12154237740783,90.00000000000001,80.00000000000001,76.3297376187603,66.3297376187603,47.74477879315318,24.33260676970281,80.55675412707991,85.66739323029721,50.00000000000001,74.58003416967642,80.00000000000001,90.00000000000001,50.00000000000001,70.00000000000001,45.97191948737618,48.50689114466667,51.38409151082654,55.97191948737618,65.41217202345038
